time,id,score_val,score_max,score_min,score_avg,score_std,sentence
148,joy_8,0.16,0.83,0.16,0.474662162,0.09762775, 
149,joy_8,0.16,0.83,0.16,0.472550336,0.100654308, 
150,joy_8,0.16,0.83,0.16,0.470466667,0.103511091, 
151,joy_8,0.16,0.83,0.16,0.468410596,0.106214203, 
152,joy_8,0.16,0.83,0.16,0.466381579,0.108777368, 
153,joy_8,0.16,0.83,0.16,0.464379085,0.111212398, 
154,joy_8,0.16,0.83,0.16,0.462402597,0.11352956, 
155,joy_8,0.16,0.83,0.16,0.460451613,0.115737847, 
156,joy_8,0.16,0.83,0.16,0.458525641,0.117845194, 
157,joy_8,0.16,0.83,0.16,0.456624204,0.119858646, 
158,joy_8,0.16,0.83,0.16,0.454746835,0.121784499, 
159,joy_8,0.16,0.83,0.16,0.452893082,0.123628404, 
160,joy_8,0.16,0.83,0.16,0.4510625,0.125395459, 
161,joy_8,0.16,0.83,0.16,0.449254658,0.127090287, 
1,annoy_6,0.5,0.5,0.5,0.5,0,0
2,annoy_6,0.5,0.5,0.5,0.5,0,0
3,annoy_6,0.5,0.5,0.5,0.5,0,0
4,annoy_6,0.5,0.5,0.5,0.5,0,0
5,annoy_6,0.5,0.5,0.5,0.5,0,0
6,annoy_6,0.5,0.5,0.5,0.5,0,0
7,annoy_6,0.5,0.5,0.5,0.5,0,0
8,annoy_6,0.5,0.5,0.5,0.5,0,0
9,annoy_6,0.5,0.5,0.5,0.5,0,0
10,annoy_6,0.5,0.5,0.5,0.5,0,0
11,annoy_6,0.5,0.5,0.5,0.5,0,0
12,annoy_6,0.5,0.5,0.5,0.5,0,0
13,annoy_6,0.5,0.5,0.5,0.5,0,0
14,annoy_6,0.5,0.5,0.5,0.5,0,0
15,annoy_6,0.5,0.5,0.5,0.5,0,0
16,annoy_6,0.5,0.5,0.5,0.5,0,0
17,annoy_6,0.5,0.5,0.5,0.5,0,0
18,annoy_6,0.5,0.5,0.5,0.5,0,0
19,annoy_6,0.5,0.5,0.5,0.5,0,0
20,annoy_6,0.5,0.5,0.5,0.5,0,0
21,annoy_6,0.5,0.5,0.5,0.5,0,0
22,annoy_6,0.5,0.5,0.5,0.5,0,0
23,annoy_6,0.5,0.5,0.5,0.5,0,0
24,annoy_6,0.5,0.5,0.5,0.5,0,0
25,annoy_6,0.5,0.5,0.5,0.5,0,0
26,annoy_6,0.5,0.5,0.5,0.5,0,0
27,annoy_6,0.5,0.5,0.5,0.5,0,0
28,annoy_6,0.5,0.5,0.5,0.5,0,0
29,annoy_6,0.5,0.5,0.5,0.5,0,0
30,annoy_6,0.5,0.5,0.5,0.5,0,0
31,annoy_6,0.5,0.5,0.5,0.5,0,0
32,annoy_6,0.16,0.5,0.16,0.489375,0.060104076,"Hey Ferrari, how 'bout you tell everybody how bad as being an NBA 3 times to stop being alone, and Detroit Pistons, Detroit Pistons, who are you have the Miami Heat Detroit Pittsburgh. Miami heats and I'll be back for you. If you would just win this would happen, you freaking sore loser, you Lewiston ME anybody home."
33,annoy_6,0.5,0.5,0.16,0.48969697,0.059186403,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
34,annoy_6,0.5,0.5,0.16,0.49,0.058309519,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
35,annoy_6,0.5,0.5,0.16,0.490285714,0.057470489,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
36,annoy_6,0.5,0.5,0.16,0.490555556,0.056666667,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
37,annoy_6,0.5,0.5,0.16,0.490810811,0.055895656,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
38,annoy_6,0.5,0.5,0.16,0.491052632,0.055155283,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
39,annoy_6,0.5,0.5,0.16,0.491282051,0.054443572,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
40,annoy_6,0.5,0.5,0.16,0.4915,0.05375872,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
41,annoy_6,0.5,0.5,0.16,0.491707317,0.053099079,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
42,annoy_6,0.5,0.5,0.16,0.491904762,0.052463139,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
43,annoy_6,0.5,0.5,0.16,0.492093023,0.051849514,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
44,annoy_6,0.5,0.5,0.16,0.492272727,0.051256929,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
45,annoy_6,0.5,0.5,0.16,0.492444444,0.050684207,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
46,annoy_6,0.5,0.5,0.16,0.492608696,0.050130265,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
47,annoy_6,0.11,0.5,0.11,0.484468085,0.074653067,I'm going to tell her who thought was 'cause that's my fault that you can't control your anger now. I don't need you. I repeat you. You freaking suck at that game and it's obvious this Ella Bron going up.
48,annoy_6,0.11,0.5,0.11,0.476666667,0.09151987, 
1,joy_2,0.5,0.5,0.5,0.5,0,0
2,joy_2,0.5,0.5,0.5,0.5,0,0
3,joy_2,0.5,0.5,0.5,0.5,0,0
4,joy_2,0.5,0.5,0.5,0.5,0,0
5,joy_2,0.5,0.5,0.5,0.5,0,0
6,joy_2,0.5,0.5,0.5,0.5,0,0
7,joy_2,0.5,0.5,0.5,0.5,0,0
8,joy_2,0.5,0.5,0.5,0.5,0,0
9,joy_2,0.5,0.5,0.5,0.5,0,0
10,joy_2,0.5,0.5,0.5,0.5,0,0
11,joy_2,0.5,0.5,0.5,0.5,0,0
12,joy_2,0.5,0.5,0.5,0.5,0,The gap here.
1,sad_4,0.5,0.5,0.5,0.5,0,0
2,sad_4,0.5,0.5,0.5,0.5,0,0
3,sad_4,0.5,0.5,0.5,0.5,0,0
4,sad_4,0.5,0.5,0.5,0.5,0,0
5,sad_4,0.5,0.5,0.5,0.5,0,0
6,sad_4,0.5,0.5,0.5,0.5,0,0
7,sad_4,0.5,0.5,0.5,0.5,0,0
8,sad_4,0.5,0.5,0.5,0.5,0,0
9,sad_4,0.5,0.5,0.5,0.5,0,0
10,sad_4,0.5,0.5,0.5,0.5,0,0
11,sad_4,0.5,0.5,0.5,0.5,0,"And in the last 12 years we bought it 4 days before it was about to be closed down, we got it on October 27th 2000."
12,sad_4,0.5,0.5,0.5,0.5,0,So you own is at that time were about to walk out.
13,sad_4,0.5,0.5,0.5,0.5,0,So you own is at that time were about to walk out.
14,sad_4,0.5,0.5,0.5,0.5,0,So you own is at that time were about to walk out.
15,sad_4,0.27,0.5,0.27,0.484666667,0.059385745,So you own is at that time were about to walk out.
16,sad_4,0.5,0.5,0.27,0.485625,0.0575,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
17,sad_4,0.5,0.5,0.27,0.486470588,0.055783194,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
18,sad_4,0.5,0.5,0.27,0.487222222,0.05421152,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
19,sad_4,0.5,0.5,0.27,0.487894737,0.052765619,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
20,sad_4,0.5,0.5,0.27,0.4885,0.051429563,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
21,sad_4,0.5,0.5,0.27,0.489047619,0.050190115,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
22,sad_4,0.78,0.78,0.27,0.502272727,0.079037774,"On October 31st if nobody bought it and we bought it, we've got a life blood sweat and tears into this place."
23,sad_4,0.5,0.78,0.27,0.502173913,0.077222025,To make it a nice place for our customers to come.
24,sad_4,0.5,0.78,0.27,0.502083333,0.075525934,To make it a nice place for our customers to come.
25,sad_4,0.95,0.95,0.27,0.52,0.116153634,To make it a nice place for our customers to come.
26,sad_4,0.95,0.95,0.27,0.536538462,0.14164582, 
27,sad_4,0.95,0.95,0.27,0.551851852,0.160072989, 
28,sad_4,0.95,0.95,0.27,0.566071429,0.174171888, 
29,sad_4,0.95,0.95,0.27,0.579310345,0.185297657, 
30,sad_4,0.95,0.95,0.27,0.591666667,0.194246259, 
1,Anger_3,0.5,0.5,0.5,0.5,0,0
2,Anger_3,0.5,0.5,0.5,0.5,0,0
3,Anger_3,0.5,0.5,0.5,0.5,0,0
4,Anger_3,0.5,0.5,0.5,0.5,0,0
5,Anger_3,0.5,0.5,0.5,0.5,0,0
6,Anger_3,0.1,0.5,0.1,0.433333333,0.163299316,Anger hostility towards the opposition.
7,Anger_3,0.5,0.5,0.1,0.442857143,0.151185789,Anger hostility towards the opposition.
8,Anger_3,0.5,0.5,0.1,0.45,0.141421356,Anger hostility towards the opposition.
9,Anger_3,0.1,0.5,0.1,0.411111111,0.176383421,Anger hostility towards the opposition.
10,Anger_3,0.5,0.5,0.1,0.42,0.168654809,Anger hostility towards the opposition.
11,Anger_3,0.5,0.5,0.1,0.427272727,0.161807967,Anger hostility towards the opposition.
12,Anger_3,0.1,0.5,0.1,0.4,0.180906807,Anger hostility towards the opposition.
13,Anger_3,0.5,0.5,0.1,0.407692308,0.175411604,Anger hostility towards the opposition.
14,Anger_3,0.5,0.5,0.1,0.414285714,0.170326125,Anger hostility towards the opposition.
15,Anger_3,0.1,0.5,0.1,0.393333333,0.183095083,Anger hostility towards the opposition.
16,Anger_3,0.5,0.5,0.1,0.4,0.178885438,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
17,Anger_3,0.5,0.5,0.1,0.405882353,0.174894926,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
18,Anger_3,0.5,0.5,0.1,0.411111111,0.171117053,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
19,Anger_3,0.5,0.5,0.1,0.415789474,0.167541563,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
20,Anger_3,0.5,0.5,0.1,0.42,0.164156536,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
21,Anger_3,0.5,0.5,0.1,0.423809524,0.160949563,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
22,Anger_3,0.5,0.5,0.1,0.427272727,0.157908407,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
23,Anger_3,0.5,0.5,0.1,0.430434783,0.155021355,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
24,Anger_3,0.5,0.5,0.1,0.433333333,0.152277398,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
25,Anger_3,0.5,0.5,0.1,0.436,0.149666295,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
26,Anger_3,0.5,0.5,0.1,0.438461538,0.147178594,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
27,Anger_3,0.08,0.5,0.08,0.425185185,0.159960821,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.
28,Anger_3,0.08,0.5,0.08,0.412857143,0.169985994, 
29,Anger_3,0.08,0.5,0.08,0.40137931,0.17799928, 
30,Anger_3,0.08,0.5,0.08,0.390666667,0.184483124, 
31,Anger_3,0.08,0.5,0.08,0.380645161,0.18977066, 
32,Anger_3,0.08,0.5,0.08,0.37125,0.194102567, 
33,Anger_3,0.08,0.5,0.08,0.362424242,0.197658644, 
34,Anger_3,0.08,0.5,0.08,0.354117647,0.200576709, 
35,Anger_3,0.08,0.5,0.08,0.346285714,0.202964583, 
36,Anger_3,0.08,0.5,0.08,0.338888889,0.204908032, 
37,Anger_3,0.08,0.5,0.08,0.331891892,0.206476227, 
38,Anger_3,0.08,0.5,0.08,0.325263158,0.20772561, 
39,Anger_3,0.08,0.5,0.08,0.318974359,0.208702696, 
40,Anger_3,0.08,0.5,0.08,0.313,0.209446156, 
41,Anger_3,0.08,0.5,0.08,0.307317073,0.209988385, 
42,Anger_3,0.08,0.5,0.08,0.301904762,0.210356702, 
43,Anger_3,0.08,0.5,0.08,0.296744186,0.210574282, 
44,Anger_3,0.08,0.5,0.08,0.291818182,0.210660895, 
45,Anger_3,0.08,0.5,0.08,0.287111111,0.210633484, 
46,Anger_3,0.08,0.5,0.08,0.282608696,0.210506635, 
47,Anger_3,0.08,0.5,0.08,0.278297872,0.210292955, 
48,Anger_3,0.08,0.5,0.08,0.274166667,0.210003377, 
49,Anger_3,0.08,0.5,0.08,0.270204082,0.20964742, 
50,Anger_3,0.08,0.5,0.08,0.2664,0.209233392, 
51,Anger_3,0.08,0.5,0.08,0.262745098,0.208768565, 
52,Anger_3,0.08,0.5,0.08,0.259230769,0.208259323, 
53,Anger_3,0.08,0.5,0.08,0.255849057,0.207711282, 
54,Anger_3,0.08,0.5,0.08,0.252592593,0.207129393, 
55,Anger_3,0.08,0.5,0.08,0.249454545,0.206518031, 
56,Anger_3,0.08,0.5,0.08,0.246428571,0.205881065, 
57,Anger_3,0.08,0.5,0.08,0.243508772,0.205221929, 
58,Anger_3,0.08,0.5,0.08,0.240689655,0.204543669, 
59,Anger_3,0.08,0.5,0.08,0.237966102,0.203848995, 
60,Anger_3,0.08,0.5,0.08,0.235333333,0.203140318, 
61,Anger_3,0.08,0.5,0.08,0.232786885,0.202419788, 
62,Anger_3,0.08,0.5,0.08,0.230322581,0.201689322, 
63,Anger_3,0.08,0.5,0.08,0.227936508,0.200950634, 
64,Anger_3,0.08,0.5,0.08,0.225625,0.200205252, 
65,Anger_3,0.08,0.5,0.08,0.223384615,0.199454545, 
66,Anger_3,0.08,0.5,0.08,0.221212121,0.198699736, 
67,Anger_3,0.08,0.5,0.08,0.219104478,0.197941921, 
68,Anger_3,0.08,0.5,0.08,0.217058824,0.19718208, 
69,Anger_3,0.08,0.5,0.08,0.215072464,0.19642109, 
70,Anger_3,0.08,0.5,0.08,0.213142857,0.195659738, 
71,Anger_3,0.08,0.5,0.08,0.211267606,0.194898725, 
72,Anger_3,0.08,0.5,0.08,0.209444444,0.194138682, 
73,Anger_3,0.08,0.5,0.08,0.207671233,0.193380171, 
74,Anger_3,0.08,0.5,0.08,0.205945946,0.192623694, 
75,Anger_3,0.08,0.5,0.08,0.204266667,0.191869701, 
76,Anger_3,0.08,0.5,0.08,0.202631579,0.191118591, 
77,Anger_3,0.08,0.5,0.08,0.201038961,0.190370722, 
78,Anger_3,0.08,0.5,0.08,0.199487179,0.189626409, 
79,Anger_3,0.08,0.5,0.08,0.197974684,0.188885936, 
80,Anger_3,0.08,0.5,0.08,0.1965,0.18814955, 
81,Anger_3,0.08,0.5,0.08,0.195061728,0.187417472, 
82,Anger_3,0.08,0.5,0.08,0.193658537,0.186689894, 
83,Anger_3,0.08,0.5,0.08,0.192289157,0.185966987, 
84,Anger_3,0.08,0.5,0.08,0.190952381,0.185248898, 
85,Anger_3,0.08,0.5,0.08,0.189647059,0.184535756, 
86,Anger_3,0.08,0.5,0.08,0.188372093,0.183827672, 
87,Anger_3,0.08,0.5,0.08,0.187126437,0.183124739, 
88,Anger_3,0.08,0.5,0.08,0.185909091,0.182427037, 
89,Anger_3,0.08,0.5,0.08,0.184719101,0.181734634, 
90,Anger_3,0.08,0.5,0.08,0.183555556,0.181047583, 
1,joy_7,0.5,0.5,0.5,0.5,0,0
2,joy_7,0.5,0.5,0.5,0.5,0,0
3,joy_7,0.12,0.5,0.12,0.373333333,0.219393102,Not long hair late at night.
4,joy_7,0,0.5,0,0.28,0.258714772, 
5,joy_7,0,0.5,0,0.224,0.256670996, 
6,joy_7,0,0.5,0,0.186666667,0.247116707, 
7,joy_7,0,0.5,0,0.16,0.236361305, 
8,joy_7,0,0.5,0,0.14,0.226021491, 
1,annoy_1,0.5,0.5,0.5,0.5,0,0
2,annoy_1,0.5,0.5,0.5,0.5,0,0
3,annoy_1,0.5,0.5,0.5,0.5,0,0
4,annoy_1,0.8,0.8,0.5,0.575,0.15,Here drive investigating the new object.
5,annoy_1,0.5,0.8,0.5,0.56,0.134164079,Cubix Cube.
6,annoy_1,0.5,0.8,0.5,0.55,0.122474487,Cubix Cube.
7,annoy_1,0.5,0.8,0.5,0.542857143,0.113389342,I'm going to quit doing the accent now 'cause it sounds really silly.
8,annoy_1,0.5,0.8,0.5,0.5375,0.106066017,I'm going to quit doing the accent now 'cause it sounds really silly.
9,annoy_1,0.5,0.8,0.5,0.533333333,0.1,I'm going to quit doing the accent now 'cause it sounds really silly.
10,annoy_1,0.5,0.8,0.5,0.53,0.09486833,I'm going to quit doing the accent now 'cause it sounds really silly.
11,annoy_1,0.81,0.81,0.5,0.555454545,0.123398836,I'm going to quit doing the accent now 'cause it sounds really silly.
12,annoy_1,0.5,0.81,0.5,0.550833333,0.118740231,I'm gonna show you how to?
13,annoy_1,0.5,0.81,0.5,0.546923077,0.114555999,I'm gonna show you how to?
14,annoy_1,0.5,0.81,0.5,0.543571429,0.110774,I'm gonna show you how to?
15,annoy_1,0.5,0.81,0.5,0.540666667,0.107335699,I'm gonna show you how to?
16,annoy_1,0.82,0.82,0.5,0.558125,0.125018332,I'm gonna show you how to?
17,annoy_1,0.5,0.82,0.5,0.554705882,0.12186661,Not solve one of these.
18,annoy_1,0.5,0.82,0.5,0.551666667,0.118929045,Not solve one of these.
19,annoy_1,0.5,0.82,0.5,0.548947368,0.116184467,Not solve one of these.
20,annoy_1,0.83,0.83,0.5,0.563,0.129375016,Not solve one of these.
21,annoy_1,0.5,0.83,0.5,0.56,0.126846364,I think my roommate why would you make it like they making paper 100 French created going up.
22,annoy_1,0.5,0.83,0.5,0.557272727,0.124448567,I think my roommate why would you make it like they making paper 100 French created going up.
23,annoy_1,0.5,0.83,0.5,0.554782609,0.122172366,I think my roommate why would you make it like they making paper 100 French created going up.
24,annoy_1,0.5,0.83,0.5,0.5525,0.120009058,I think my roommate why would you make it like they making paper 100 French created going up.
25,annoy_1,0.5,0.83,0.5,0.5504,0.117950555,I think my roommate why would you make it like they making paper 100 French created going up.
26,annoy_1,0.5,0.83,0.5,0.548461538,0.115989389,I think my roommate why would you make it like they making paper 100 French created going up.
