id,time,score_val,score_max,score_min,score_avg,score_std,sentence,smile,gender,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,facial_type,tag_video_labe,tag_video_type,id
Anger_3,23,0.5,0.5,0.1,0.433333333,0.152277398,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,24,0.5,0.5,0.1,0.436,0.149666295,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,25,0.5,0.5,0.1,0.438461538,0.147178594,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,26,0.08,0.5,0.08,0.425185185,0.159960821,Anger hostility towards the opposition anger hostility towards the opposition anger hostility towards the opposition anger towards the opposition.,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,27,0.08,0.5,0.08,0.412857143,0.169985994, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,28,0.08,0.5,0.08,0.40137931,0.17799928, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,29,0.08,0.5,0.08,0.390666667,0.184483124, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,30,0.08,0.5,0.08,0.380645161,0.18977066, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,31,0.08,0.5,0.08,0.37125,0.194102567, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,32,0.08,0.5,0.08,0.362424242,0.197658644, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,33,0.08,0.5,0.08,0.354117647,0.200576709, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,34,0.08,0.5,0.08,0.346285714,0.202964583, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,35,0.08,0.5,0.08,0.338888889,0.204908032, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,36,0.08,0.5,0.08,0.331891892,0.206476227, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,37,0.08,0.5,0.08,0.325263158,0.20772561, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,38,0.08,0.5,0.08,0.318974359,0.208702696, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,39,0.08,0.5,0.08,0.313,0.209446156, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,40,0.08,0.5,0.08,0.307317073,0.209988385, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,41,0.08,0.5,0.08,0.301904762,0.210356702, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,42,0.08,0.5,0.08,0.296744186,0.210574282, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,43,0.08,0.5,0.08,0.291818182,0.210660895, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,44,0.08,0.5,0.08,0.287111111,0.210633484, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,45,0.08,0.5,0.08,0.282608696,0.210506635, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,46,0.08,0.5,0.08,0.278297872,0.210292955, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,47,0.08,0.5,0.08,0.274166667,0.210003377, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,48,0.08,0.5,0.08,0.270204082,0.20964742, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,49,0.08,0.5,0.08,0.2664,0.209233392, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,50,0.08,0.5,0.08,0.262745098,0.208768565, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,51,0.08,0.5,0.08,0.259230769,0.208259323, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,52,0.08,0.5,0.08,0.255849057,0.207711282, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,53,0.08,0.5,0.08,0.252592593,0.207129393, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,54,0.08,0.5,0.08,0.249454545,0.206518031, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,55,0.08,0.5,0.08,0.246428571,0.205881065, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,56,0.08,0.5,0.08,0.243508772,0.205221929, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,57,0.08,0.5,0.08,0.240689655,0.204543669, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,58,0.08,0.5,0.08,0.237966102,0.203848995, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,59,0.08,0.5,0.08,0.235333333,0.203140318, ,0.16,female,0.001,0.002,0,0,0.16,0.834,0.001,0.002,angry,Anger,0,Anger_3
Anger_3,60,0.08,0.5,0.08,0.232786885,0.202419788, ,0,0,0,0,0,0,0,0,0,0,angry,Neutral,0.5,Anger_3
Anger_3,61,0.08,0.5,0.08,0.230322581,0.201689322, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,62,0.08,0.5,0.08,0.227936508,0.200950634, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,63,0.08,0.5,0.08,0.225625,0.200205252, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,64,0.08,0.5,0.08,0.223384615,0.199454545, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,65,0.08,0.5,0.08,0.221212121,0.198699736, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,66,0.08,0.5,0.08,0.219104478,0.197941921, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,67,0.08,0.5,0.08,0.217058824,0.19718208, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,68,0.08,0.5,0.08,0.215072464,0.19642109, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,69,0.08,0.5,0.08,0.213142857,0.195659738, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,70,0.08,0.5,0.08,0.211267606,0.194898725, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,71,0.08,0.5,0.08,0.209444444,0.194138682, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,72,0.08,0.5,0.08,0.207671233,0.193380171, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,73,0.08,0.5,0.08,0.205945946,0.192623694, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,74,0.08,0.5,0.08,0.204266667,0.191869701, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,75,0.08,0.5,0.08,0.202631579,0.191118591, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,76,0.08,0.5,0.08,0.201038961,0.190370722, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,77,0.08,0.5,0.08,0.199487179,0.189626409, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,78,0.08,0.5,0.08,0.197974684,0.188885936, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,79,0.08,0.5,0.08,0.1965,0.18814955, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,80,0.08,0.5,0.08,0.195061728,0.187417472, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,81,0.08,0.5,0.08,0.193658537,0.186689894, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,82,0.08,0.5,0.08,0.192289157,0.185966987, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,83,0.08,0.5,0.08,0.190952381,0.185248898, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,84,0.08,0.5,0.08,0.189647059,0.184535756, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,85,0.08,0.5,0.08,0.188372093,0.183827672, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,86,0.08,0.5,0.08,0.187126437,0.183124739, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,87,0.08,0.5,0.08,0.185909091,0.182427037, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,88,0.08,0.5,0.08,0.184719101,0.181734634, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
Anger_3,89,0.08,0.5,0.08,0.183555556,0.181047583, ,0,0,0,0,0,0,0,0,0,0,angry,Anger,0,Anger_3
annoy_1,0,0.5,0.5,0.5,0.5,0,0,0.007,male,0.002,0.002,0,0,0.007,0.864,0.125,0,angry,Neutral,0.5,annoy_1
annoy_1,1,0.5,0.5,0.5,0.5,0,0,0.597,male,0,0,0,0.001,0.597,0.377,0.007,0.018,angry,Neutral,0.5,annoy_1
annoy_1,2,0.5,0.5,0.5,0.5,0,0,0.007,male,0,0.001,0,0,0.007,0.905,0.083,0.003,angry,Neutral,0.5,annoy_1
annoy_1,3,0.8,0.8,0.5,0.575,0.15,Here drive investigating the new object.,0,male,0,0,0,0,0,0.548,0.452,0,angry,Neutral,0.5,annoy_1
annoy_1,4,0.5,0.8,0.5,0.56,0.134164079,Cubix Cube.,0,female,0.001,0,0,0.005,0,0.098,0.004,0.892,angry,Neutral,0.5,annoy_1
annoy_1,5,0.5,0.8,0.5,0.55,0.122474487,Cubix Cube.,0,male,0,0,0,0,0,0.439,0.561,0,angry,Neutral,0.5,annoy_1
